Identifier	Character	Dialogue	Filename	Line Number
alkay_events_984d38b4	alkay	So yes, I have heard about this "tension," as you refer to it.	game/ck_alkay.rpy	97
alkay_events_80461416	alkay	However, I think that the terminology is all wrong - "tension" comes across so poorly that people are afraid to speak about it... so I commend you [alias.first] for your bravery to broach the subject.	game/ck_alkay.rpy	99
alkay_events_bec7c323	alkay	But this is no ordinary "tension."	game/ck_alkay.rpy	102
alkay_events_c28a51e2	p	You're going to have to elaborate, how do you mean this is not simply tension? What more do you think this is?	game/ck_alkay.rpy	104
alkay_events_27238a36	alkay	Its a change. I remember back when our first dark-energy craft were created, how you could smell the ozone and the distinct scent of dark-energy in the atmosphere.	game/ck_alkay.rpy	106
alkay_events_6440735b	alkay	You could feel the drives buzzing like beetles inside your very bones. The energy became a volume that you were suddenly within.	game/ck_alkay.rpy	108
alkay_events_78aecf9e	alkay	You can feel that energy here - it is not "tension" because that implies that things are pulling apart, but it is union, when you can sense them becoming closer.	game/ck_alkay.rpy	111
alkay_events_73a0f9ea	p	Are you always this well-spoken?	game/ck_alkay.rpy	114
alkay_events_fabac03e	alkay	Ha! I have had many years to develop that talent. But, I find that I can only really let loose when it is something that I am passionate for.	game/ck_alkay.rpy	116
alkay_events_092aa6d9	p	So you're passionate about whatever this "union" is that you referred to.	game/ck_alkay.rpy	118
alkay_events_87152e88	alkay	Definitely. I think that we, as separate races, are about to recognize a fundamental similarity and overcome a great deal of the separation we've self-imposed.	game/ck_alkay.rpy	120
alkay_events_8820c932	p	I see. I'm grateful for your wise words.	game/ck_alkay.rpy	122
alkay_adam_tree_start_d5321709	p	I talked to Adam Demeter and he said that you would be enthusiastic to meet a friend.	game/ck_alkay.rpy	128
alkay_adam_tree_start_de50a5c0	alkay	You know Adam? Ha! Any friend of Adam is a friend of mine!	game/ck_alkay.rpy	131
alkay_adam_tree_start_b2cec193	alkay	He and I are very close, he frequents my restaurant when he is not working or enjoying is rather comfortable retirement.	game/ck_alkay.rpy	133
alkay_adam_tree_start_b83db342	alkay	We go way back as you might already know. Adam does like to talk as much as I do! Anyway we met under rather strange circumstances...	game/ck_alkay.rpy	135
alkay_adam_tree_start_f0288957	alkay	but for his sake, I think I will leave most of that story up to him to tell. His experiences during the conflict were... traumatic.	game/ck_alkay.rpy	137
alkay_adam_tree_start_b889ff35	p	How do you mean? Was he tortured or did he lose someone close to him?	game/ck_alkay.rpy	139
alkay_adam_tree_start_c3d14a41	alkay	I wont divulge that information for his sake. He has sole rights to it.	game/ck_alkay.rpy	141
alkay_adam_tree_start_0ae81683	p	I see.	game/ck_alkay.rpy	143
alkay_adam_tree_start_8511a5b3	alkay	I still have regrets about... nevermind. If our military had been more organized at the time we could have avoided a great deal of the pain inflicted upon both sides	game/ck_alkay.rpy	145
alkay_adam_tree_start_0dba841b	alkay	I fear for the kaldrean people often, especially when I see the triumphs of humanity's democratic unions. The thought of Qolisk's controllers grinds my plating.	game/ck_alkay.rpy	148
alkay_adam_tree_start_91a68aec	alkay	[last_dialog]	game/ck_alkay.rpy	152
alkay_adam_tree_bitterness_d646aed9	p	You seem quite bitter when you refer to Qolisk's government. Why exactly is that?	game/ck_alkay.rpy	160
alkay_adam_tree_bitterness_a9436c06	alkay	Bitter... me? You do not know the half of it. During the conflict the government was difficult to say the least.	game/ck_alkay.rpy	162
alkay_adam_tree_bitterness_0f511560	alkay	Had I not stepped in when and where I did the conflict would not have ended as it did, and the chances of alliance would be virtually nonexistent.	game/ck_alkay.rpy	164
alkay_adam_tree_bitterness_91a68aec	alkay	[last_dialog]	game/ck_alkay.rpy	168
alkay_adam_tree_bitterness_VL_5e7a2858	p	Do you think that Valak Lideri share a similar viewpoint?	game/ck_alkay.rpy	176
alkay_adam_tree_bitterness_VL_c939fbdf	alkay	That was an awfully rapid change of subject there, [alias.first].	game/ck_alkay.rpy	178
alkay_adam_tree_bitterness_VL_060dd564	p	I'm just trying to get a better idea. From what I've heard Valak Lideri are a threat - so naturally that has me asking questions.	game/ck_alkay.rpy	180
alkay_adam_tree_bitterness_VL_aedf17aa	alkay	I understand. Everyone calls Valak Lideri a threat and a group of dangerous terrorists with terrorist intent.	game/ck_alkay.rpy	182
alkay_adam_tree_bitterness_VL_822a1c34	alkay	While this may have some basis in reality I feel we are misrepresenting them. Like most rebellious groups they have a cause and they are willing to fight for it.	game/ck_alkay.rpy	184
alkay_adam_tree_bitterness_VL_9a2cd317	alkay	Although, the manner with which they desire to accomplish their goals is questionable. But sometimes, we have to make concessions to serve a greater purpose.	game/ck_alkay.rpy	186
alkay_adam_tree_bitterness_VL_3d6ddce7	p	Right. If we didn't then there wouldn't be any progress. Thank you for answering my questions Alkay.	game/ck_alkay.rpy	188
alkay_adam_tree_bitterness_change_5416f7b3	p	Do you think things are about to change?	game/ck_alkay.rpy	194
alkay_adam_tree_bitterness_change_461a9726	alkay	I know what you mean, despite how general that question was. Yes, change is inevitable - great change. When Concord was Constructed they literally had to move mountains.	game/ck_alkay.rpy	196
alkay_adam_tree_bitterness_change_c7258a29	alkay	This place is capable of what can only be called miracles - when that kind of power is condensed into a single point, there is no stopping its impetus.	game/ck_alkay.rpy	199
alkay_adam_tree_bitterness_change_3a322c8e	p	With conviction like that you should probably be doing my job.	game/ck_alkay.rpy	202
alkay_adam_tree_hopefulness_8cb7689e	p	You think the future is bright? That is quite the opposite from what I've heard.	game/ck_alkay.rpy	208
alkay_adam_tree_hopefulness_7d701197	alkay	I can feel the pressure building - I know I am not the only one who feels it either. You can sense it in the way that everyone carries themselves.	game/ck_alkay.rpy	210
alkay_adam_tree_hopefulness_824d7cce	alkay	They walk with increasing strength when the sun rises every morning. Their eyes have a new vitality and their voices carry just a little farther.	game/ck_alkay.rpy	213
alkay_adam_tree_hopefulness_6170da73	alkay	Soon enough, paradigms will shift and changes will sweep over all of us.	game/ck_alkay.rpy	215
alkay_adam_tree_hopefulness_b8f73936	p	Your conviction is inspiring. Thank you for your sincerity. It's not exactly easy to come by.	game/ck_alkay.rpy	217
alkay_VL_tree_start_8660a04e	p	Can you tell me about these "Valak Lideri?" I've heard about them but the lack of information makes me uneasy.	game/ck_alkay.rpy	223
alkay_VL_tree_start_f809cc30	alkay	Yes, well, I have heard of this group. But they are just shadows and whispers. I cannot really offer more than my opinions.	game/ck_alkay.rpy	224
alkay_VL_tree_translate_26e28f71	p	Well, perhaps you could tell me more about the name? I am curious to know what it means and possibly any social context.	game/ck_alkay.rpy	232
alkay_VL_tree_translate_159c7968	alkay	Of course. "Valak Lideri" is a very, very old phrase from centuries ago. It is a member of the now-deceased kalaras dialect. Perhaps it is like your Latin dialect.	game/ck_alkay.rpy	234
alkay_VL_tree_translate_7c6f0992	alkay	Literally translated it means "Sovereign Paradise," which is a reference to the settling and construction of Qolisk's capital, Citadel.	game/ck_alkay.rpy	237
alkay_VL_tree_translate_8b4cc978	alkay	Personally I find it quite strange that a rebel group should name themselves with such an obscure phrase.	game/ck_alkay.rpy	239
alkay_VL_tree_translate_84d58ae6	alkay	It does not fit within a modern context so it does not speak to most of the younger, and likely more rebellious crowd.	game/ck_alkay.rpy	241
alkay_VL_tree_translate_ab768c9a	p	Thank you for elaborating, Alkay.	game/ck_alkay.rpy	243
alkay_VL_tree_history_5a83d4f2	p	Could you explain some of the kaldrean history? What were some key turning points for the kaldrean people? I think knowing more about the past could put them into context.	game/ck_alkay.rpy	250
alkay_VL_tree_history_c90249e4	alkay	That is quite a broad-spectrum question, so I'll do my best to generate a concise answer.	game/ck_alkay.rpy	253
alkay_VL_tree_history_a7d249d6	alkay	Just around two and a half millennia ago, the largest nomadic group of kaldreans found the Sovereign Paradise, which is the largest fertile region on Qolisk.	game/ck_alkay.rpy	255
alkay_VL_tree_history_aeb399a3	alkay	It was their beacon of hope - the could finally settle in one place.	game/ck_alkay.rpy	257
alkay_VL_tree_history_447020c6	p	Like Mesopotamia.	game/ck_alkay.rpy	259
alkay_VL_tree_history_42c6a809	alkay	Yes, exactly.	game/ck_alkay.rpy	261
alkay_VL_tree_history_c48ab460	alkay	Following settlement, there was a sustained period of development through which multiple industrial revolutions occurred and many technological boundaries were broken.	game/ck_alkay.rpy	263
alkay_VL_tree_history_3a946039	alkay	Wars were waged, nations rose and fell, but eventually a unified government began to consolidate control.	game/ck_alkay.rpy	266
alkay_VL_tree_history_15dac9e9	alkay	They quickly spread their power and their control through industry and eventually created a planet-wide union.	game/ck_alkay.rpy	268
alkay_VL_tree_history_a736ea4c	alkay	They but blinders on their people and gave them comfortable access to resources to suppress chances of rebellion. The people became complacent.	game/ck_alkay.rpy	270
alkay_VL_tree_history_b094c572	alkay	Nothing much has changed since then - a few centuries with a stable, albeit corrupted government. The advent of first contact has started to change things, however.	game/ck_alkay.rpy	272
alkay_VL_tree_history_1967e39e	p	I see. So do you think that Valak Lideri want to overthrow the Qolisk's government?	game/ck_alkay.rpy	275
alkay_VL_tree_history_2dcdc89a	alkay	It is entirely possible. Although that level of ambition is quite absurd.	game/ck_alkay.rpy	277
alkay_VL_tree_history_90fe05a0	p	I agree. Thank you for talking with me, Alkay.	game/ck_alkay.rpy	279
alkay_Bg_tree_start_b4f448ba	p	So how did you get here Alkay? I can tell that there is more to you than just a humble restaurant owner.	game/ck_alkay.rpy	285
alkay_Bg_tree_start_8ce2c6d0	alkay	Then your perception is sharp, because I do have a rather... colorful history. I used to be a rather high-raking individual in the kaldrean military.	game/ck_alkay.rpy	287
alkay_Bg_tree_start_6f8ff773	alkay	Now don't go telling everyone about this but - I was the Superior Commandant of the KAU Forerunner Ardelisk: the flagship of our fleet.	game/ck_alkay.rpy	289
alkay_Bg_tree_start_65732444	alkay	My position was the culmination of a lifetime living in a poor family without a high social status. For my family I worked and stove to reach my ambitious goals.	game/ck_alkay.rpy	291
alkay_Bg_tree_start_b65be3b6	alkay	I was and still am the record holder for the youngest Superior Commandant this century.	game/ck_alkay.rpy	293
alkay_Bg_tree_start_da5f7b9f	p	What does that role entail?	game/ck_alkay.rpy	295
alkay_Bg_tree_start_fb803418	alkay	It is like your military's "general" rank.	game/ck_alkay.rpy	297
alkay_Bg_tree_start_17808e22	p	Got it. Sorry for interrupting.	game/ck_alkay.rpy	299
alkay_Bg_tree_start_bd7c09fa	alkay	Not at all. I would rather you listen and ask questions than check out and pay me no attention. So when the conflict began, none of us wanted to fight.	game/ck_alkay.rpy	301
alkay_Bg_tree_start_b8b2b80c	alkay	However, misunderstandings between us and within our own ranks resulted in a conflict we had desperately hoped to avoid. And corruption finds it way into everything...	game/ck_alkay.rpy	303
alkay_Bg_tree_start_1794671c	alkay	It opened my eyes to see just how infested our own military really was. I began to challenge direct orders in favor of protecting my people and yours.	game/ck_alkay.rpy	305
alkay_Bg_tree_start_f0782cf0	p	That's quite commendable.	game/ck_alkay.rpy	307
alkay_Bg_tree_start_8ea1c88e	alkay	Hah! Commendable? When you are brought up believing that disobedience is the greatest weakness you may possess it was nearly impossible to weigh my options.	game/ck_alkay.rpy	309
alkay_Bg_tree_start_2fd332fc	alkay	But I could see that times and paradigms were about to change. The men and women under my command supported me.	game/ck_alkay.rpy	311
alkay_Bg_tree_start_ed7957e1	alkay	Along with a great deal of help from some of your people like Elder Demeter, we were able to avert complete chaos.	game/ck_alkay.rpy	313
alkay_Bg_tree_start_833119fa	alkay	Promptly following my service to the military I resigned myself, and decided to become scarce. I wanted to leave behind the government that had lied to me.	game/ck_alkay.rpy	315
alkay_Bg_tree_start_675eac9a	alkay	I spent many, many years surviving by myself. As a result I have picked up some valuable skills and learned some quite valuable lessons.	game/ck_alkay.rpy	317
alkay_Bg_tree_start_a1b54fd9	p	I can tell. You can clearly read people.	game/ck_alkay.rpy	319
alkay_Bg_tree_start_f694ceaf	alkay	Yes. It is one of the skills I take pride in possessing. It is invaluable. I can see that you are learning as well.	game/ck_alkay.rpy	321
alkay_Bg_tree_start_e9f4ffb2	alkay	I got a little carried away for a moment there. Is there anything else you would like to ask about?	game/ck_alkay.rpy	323
alkay_Bg_tree_adam_b94e6c1e	p	I noticed that you mentioned an "Elder Demeter"? Who exactly is that?	game/ck_alkay.rpy	331
alkay_Bg_tree_adam_03ed547a	alkay	Ah yes, Adam Demeter as you may or may not know him. We became close friends during the first contact conflict.	game/ck_alkay.rpy	333
alkay_Bg_tree_adam_55f5c4be	p	"Elder?"	game/ck_alkay.rpy	335
alkay_Bg_tree_adam_a2ff630e	alkay	Once a man or woman reaches a certain age and degree of experience they become an elder. It does not matter whether they are human or kaldrean.	game/ck_alkay.rpy	337
alkay_Bg_tree_adam_9408012e	p	Of course. Please continue.	game/ck_alkay.rpy	339
alkay_Bg_tree_adam_109500fd	alkay	It is thanks to him that the humans and kaldreans are speaking to one another, quite literally. In the time that he was working with us he learned to speak kaldrean common.	game/ck_alkay.rpy	341
alkay_Bg_tree_adam_4eced5ce	alkay	I, in turn, learned human common. He is a good man and he has endured quite a lot. Quite. I think no one should have to experience what he did.	game/ck_alkay.rpy	343
alkay_Bg_tree_adam_6684d232	alkay	If you go talk to him tell him I sent you, he will be happy to know what we have met. I advise that you avoid the topic of his past in the conflict, however.	game/ck_alkay.rpy	346
alkay_Bg_tree_experiences_5b31fcf4	p	You mentioned a period of time after the military where you were on your own? What were you doing?	game/ck_alkay.rpy	353
alkay_Bg_tree_experiences_60ccb99f	alkay	So after I stepped down from my position of high rank, I stayed with my family and settled them into a more comfortable property and lifestyle.	game/ck_alkay.rpy	355
alkay_Bg_tree_experiences_60f55a71	alkay	I dumped all the money I had into their accounts and then took my leave into the wilderness of Qolisk, craving escape.	game/ck_alkay.rpy	357
alkay_Bg_tree_experiences_5a64bf52	alkay	I built myself a cabin in a small oasis I discovered and stayed there in complete solitude. I became stronger, smarter, and more intelligent through my meditations.	game/ck_alkay.rpy	359
alkay_Bg_tree_experiences_1ef1dc61	p	How did you decide when to stop?	game/ck_alkay.rpy	361
alkay_Bg_tree_experiences_6f6d901a	alkay	I felt it. The same year that I made my journey back to Citadel was year one of Concord's construction. I was able to secure transportation from Qolisk to Bridge.	game/ck_alkay.rpy	363
alkay_Bg_tree_experiences_6da2a4c7	alkay	Once I arrived I found that many of my former subordinates and some of my old friends were working on the Concord project.	game/ck_alkay.rpy	365
alkay_Bg_tree_experiences_154195e2	alkay	Instead of settling down I actually walked to the other edge of the continent and back.	game/ck_alkay.rpy	367
alkay_Bg_tree_experiences_9154bbe6	p	You're pulling my leg.	game/ck_alkay.rpy	369
alkay_Bg_tree_experiences_9c01ed23	alkay	It took me a decade - and as a result we have vital information on the flora and fauna variation that exists on this continent.	game/ck_alkay.rpy	371
alkay_Bg_tree_experiences_7774012d	p	That is ridiculous.	game/ck_alkay.rpy	373
alkay_Bg_tree_experiences_35e56db2	alkay	But it is true. I was offered residence here and helped direct operations until construction was completed. At that point I just... decided to start a restaurant.	game/ck_alkay.rpy	375
alkay_Bg_tree_experiences_c448b11f	alkay	I have the best location in the marketplace, and I am content here in my elder years.	game/ck_alkay.rpy	377
alkay_Bg_tree_experiences_5f20d878	p	I'm impressed, I can't say I've met anyone else with a history as decorated as yours.	game/ck_alkay.rpy	379
alkay_VL_plan_sympathy_aee2f029	p	Listen, Alkay, I think that Valak Lideri are striving for a just cause. The corruption on Qolisk makes me sick if not uneasy.	game/ck_alkay.rpy	385
alkay_VL_plan_sympathy_90faee26	alkay	Hmm... you are quite convicted in your assertion there. What changed so quickly?	game/ck_alkay.rpy	387
alkay_VL_plan_sympathy_70f73d4d	p	I've just, been listening around to these rumors.	game/ck_alkay.rpy	389
alkay_VL_plan_sympathy_2e93bd3f	alkay	And why are you coming to me about this?	game/ck_alkay.rpy	391
alkay_VL_plan_sympathy_33b79642	p	You seem like you would have a strong moral alignment with them, based on your opinions about the kaldrean government.	game/ck_alkay.rpy	393
alkay_VL_plan_sympathy_d40ab3e5	alkay	While they do seem to share viewpoints with me, I do not think that I am a good source of information about them.	game/ck_alkay.rpy	395
alkay_VL_plan_lie_359dc8cd	p	Listen, Alkay, I know what Valak Lideri are and what they are planning. I want to help.	game/ck_alkay.rpy	402
alkay_VL_plan_lie_234ba5e4	alkay	Perhaps you have ingested some illegal substances, but I see that you are lying. Your voice says one thing but your mind, body, and essence say another.	game/ck_alkay.rpy	404
alkay_VL_plan_lie_51faef0b	alkay	I do not know what has changed so quickly, because it seemed that moments ago you were entirely trustworthy.	game/ck_alkay.rpy	406
alkay_VL_plan_lie_3d524587	p	That's not-	game/ck_alkay.rpy	408
alkay_VL_plan_lie_6c72cc65	alkay	Come back when you have decided to stop lying through your teeth, [alias.first].	game/ck_alkay.rpy	410
alkay_VL_accuse_tree_start_5690bb9a	p	Alkay, I can tell that you are part of Valak Lideri. If there is one thing that I have learned from you, it is how to read people.	game/ck_alkay.rpy	416
alkay_VL_accuse_tree_start_2d2ae4b0	p	You talk big, but you cannot hide your intent from me.	game/ck_alkay.rpy	418
alkay_VL_accuse_tree_start_a27d9f22	alkay	That is quite the accusation, [alias.first]. I strongly recommend against going about and riddling this city with accusations. Take care when treading about this subject.	game/ck_alkay.rpy	420
alkay_VL_accuse_tree_threaten_f3011188	p	Alkay, I will call in authorities if you do not tell me what Valak Lideri are planning to do.	game/ck_alkay.rpy	428
alkay_VL_accuse_tree_threaten_a375f8ff	alkay	Hah! You cannot scare me [alias.first]. Make all the threats you want, I guarantee none are as grave or intense as those I have dealt with previously.	game/ck_alkay.rpy	430
alkay_VL_accuse_tree_threaten_7d7882f2	alkay	I would like to stay level with you, [alias.first]. I will pretend like you did not just accuse me of terrorist associations.	game/ck_alkay.rpy	432
alkay_VL_accuse_tree_hardship_c240ca1b	p	I have talked with the people here - I know what kind of hardship they are enduring to see things change.	game/ck_alkay.rpy	438
alkay_VL_accuse_tree_hardship_6ecc0af1	alkay	I trust you, [alias.first]. I can see the spark of change in your eye.	game/ck_alkay.rpy	441
alkay_VL_accuse_tree_hardship_238773c1	alkay	The struggle that some face is far greater than you can understand, but I can tell that you know this. I can see that you genuinely want to understand it.	game/ck_alkay.rpy	443
alkay_VL_accuse_tree_hardship_931fe8cf	alkay	We will watch him from one end of a rifle scope. In an instant everything will change.	game/ck_alkay.rpy	445
alkay_VL_accuse_tree_hardship_approval_91a68aec	alkay	[last_dialog]	game/ck_alkay.rpy	456
alkay_VL_accuse_tree_hardship_approval_vatrisk_1b54afb5	p	Surely you can accomplish this change without killing the Ambassador.	game/ck_alkay.rpy	464
alkay_VL_accuse_tree_hardship_approval_vatrisk_6d24cb38	alkay	Violence is never a good solution to a problem, but sometimes it is entirely necessary.	game/ck_alkay.rpy	466
alkay_VL_accuse_tree_hardship_approval_vatrisk_c6c827b3	alkay	But honestly, hah, the only way around the his death would be if Vatrisk himself came out and denounced the kaldrean government.	game/ck_alkay.rpy	468
alkay_VL_accuse_tree_hardship_approval_vatrisk_c3dddd7b	alkay	But that is not likely to happen any time this millennium.	game/ck_alkay.rpy	470
alkay_VL_accuse_tree_hardship_approval_different_e46b5dc4	p	If you could go about this whole... situation differently how would you?	game/ck_alkay.rpy	476
alkay_VL_accuse_tree_hardship_approval_different_29e88399	alkay	You cannot solve problems effectively by simply shooting your way through it. You can only solve them quickly.	game/ck_alkay.rpy	478
alkay_VL_accuse_tree_hardship_approval_different_7c030a84	alkay	We have no choice now, but in my years of experience, even the deepest wounds are healed when words close wars.	game/ck_alkay.rpy	480
alkay_VL_accuse_tree_hardship_approval_different_6cbae68f	p	But sometimes...	game/ck_alkay.rpy	482
alkay_VL_accuse_tree_hardship_approval_different_048d25e2	alkay	...we have to make concessions when faced with the greater good. We have no choice, and no amount of hoping things were different can make them change.	game/ck_alkay.rpy	484
alkay_VL_accuse_tree_hardship_question_91a68aec	alkay	[last_dialog]	game/ck_alkay.rpy	491
alkay_VL_accuse_tree_hardship_embellishing_af770bd4	p	Alright I admit that I was embellishing the truth a little. I still want to see this change through, however. I can tell that we are close to accomplishing this goal.	game/ck_alkay.rpy	499
alkay_VL_accuse_tree_hardship_embellishing_6548932b	alkay	I believe you, [alias.first], but your conviction falters. You are playing at the edge of the fire here on a scale you cannot possibly understand yet.	game/ck_alkay.rpy	501
alkay_VL_accuse_tree_hardship_embellishing_irridiss_bbcd5da8	p	Alright then, I won't pretend that I can understand just how vast and important this change is. That does not change the fact that I'm on speaking terms with Irridiss.	game/ck_alkay.rpy	509
alkay_VL_accuse_tree_hardship_embellishing_irridiss_76d05e5b	alkay	Then I suppose you know that the Ambassador always takes a stroll through the grove at sunrise? Sometimes we talk.	game/ck_alkay.rpy	511
alkay_VL_accuse_tree_hardship_embellishing_irridiss_0b027297	alkay	Although, it ordinarily occurs without the gaze of a marksman carefully lining up his shot.	game/ck_alkay.rpy	514
alkay_VL_accuse_tree_hardship_embellishing_irridiss_0ae81683	p	I see.	game/ck_alkay.rpy	516
alkay_VL_accuse_tree_hardship_embellishing_important_7e200970	p	I have invested myself in this cause, Alkay. This is important to me. Trust me when I say I want to help Valak Lideri bring about this revolution.	game/ck_alkay.rpy	524
alkay_VL_accuse_tree_hardship_embellishing_important_c5cee2a4	alkay	It is important to us too. That does not suddenly gain you access a change you cannot comprehend. A few days on Concord is not long enough to grasp it.	game/ck_alkay.rpy	526
alkay_VL_accuse_tree_hardship_embellishing_important_aa8a9926	p	What does that even mean? You aren't even giving me chance!	game/ck_alkay.rpy	528
alkay_VL_accuse_tree_hardship_embellishing_important_b73525ff	alkay	Anger will not improve your chances of convincing me, [alias.first]. I do not know you well-enough to believe that you can simply "understand" on command.	game/ck_alkay.rpy	530
ck_kro_b3b03c2e	kro	[last_dialog]	game/ck_kro.rpy	11
ck_kro_6f8e1380	kro	Salutations. I am Flight Commander Kro Zalva. Welcome to Vivarioss.	game/ck_kro.rpy	14
ck_kro_e54b881e	p	Nice to meet you Commander, I'm [alias.full].	game/ck_kro.rpy	16
ck_kro_b3b03c2e_1	kro	[last_dialog]	game/ck_kro.rpy	20
menu_kro_4937419b	kro	[last_dialog]	game/ck_kro.rpy	23
kro_flatter_b9c68df3	p	I must say, I am thoroughly impressed with your ship. Based of the AK-213 model?	game/ck_kro.rpy	43
kro_flatter_75adf2c9	kro	Yes, in fact. A classic, and it gets the job done.	game/ck_kro.rpy	44
kro_advice_36f311f1	p	Could you offer any advice to someone new to Concord?	game/ck_kro.rpy	50
kro_advice_2dd5bf72	kro	I will tell you what I have told others before you, and what I was told early on in my training: By choosing to come here you have agreed to change yourself.	game/ck_kro.rpy	52
kro_advice_e6cb9fcc	kro	You will be judged by a new set of rules and regulations, and who you become will be no one like who you left behind.	game/ck_kro.rpy	53
kro_advice_d0917dd1	p	That seems a little intense.	game/ck_kro.rpy	55
kro_advice_640705e2	kro	It is quite true. I recognize it in myself and those close to me.	game/ck_kro.rpy	57
kro_advice_e842c02d	p	And how does that affect you?	game/ck_kro.rpy	59
kro_advice_bc28cfe0	kro	I have yet to understand.	game/ck_kro.rpy	61
kro_advice_dc8cc915	p	Well... thank you for your words of advice.	game/ck_kro.rpy	63
kro_events_9e4a3006	p	Have you heard about this so-called tension between the humans and kaldreans here?	game/ck_kro.rpy	69
kro_events_44da98fa	kro	I do not spend too much of my operational time actually on Concord, I am simply here for the remainder of the week as my starship receives routine maintenance.	game/ck_kro.rpy	71
kro_events_8a09a594	kro	You are likely much better informed that I am on these matters.	game/ck_kro.rpy	73
kro_events_92807f33	p	You're probably right.	game/ck_kro.rpy	75
kro_events_4d1a6900	kro	Just ask around, if you have heard of these "rumors" then I am sure others have come into contact with the same fleeting words.	game/ck_kro.rpy	77
kro_events_7c015ac2	kro	If you have not already talked to Elder Volk in the Grand Marketplace then I recommend you do so. If not then perhaps Elder Demeter in the Residences.	game/ck_kro.rpy	78
kro_events_f352765b	p	Thanks for the direction.	game/ck_kro.rpy	80
kro_background_a5563a6a	p	Could you tell me about yourself Commander? How did you gain your rank?	game/ck_kro.rpy	86
kro_background_88c8225e	kro	I was born on Qolisk to a family of high political standing - surprisingly so.	game/ck_kro.rpy	87
kro_background_4382407d	kro	The Ross clan is put off for its support of the progressives, so it becomes increasingly difficult to work our way up the social ladder to high-ranking positions.	game/ck_kro.rpy	89
kro_background_08dcf11d	kro	Still, concrete results and hard numbers easily best a silly viewpoint. I was able to prove my worth and even surprise my conservative superiors.	game/ck_kro.rpy	91
kro_background_10a1bf68	kro	Eventually I could outdo even the best of them.	game/ck_kro.rpy	93
kro_background_597e7a4a	p	What do you do as a Flight Commander?	game/ck_kro.rpy	95
kro_background_949f8e0b	kro	I do exactly what my title dictates - I keep operational order over the flight crew on my ship, the KAU Voidrunner Triekri.	game/ck_kro.rpy	97
kro_background_ed445abd	kro	If something is not running smoothly I am responsible to see that the problem is solved.	game/ck_kro.rpy	99
kro_jon_tree_start_082d045b	p	I was talking with Jon and he referred me to you. I think that seems like a good idea.	game/ck_kro.rpy	105
kro_jon_tree_start_552f9812	kro	Officer Caise, yes. He is quite diligent. Whenever we dock for maintenance he makes sure everything on his end runs smoothly.	game/ck_kro.rpy	107
kro_jon_tree_start_417300b2	kro	However, I have noted from conversations with him that he is quite obsessed with weaponry. It worries me.	game/ck_kro.rpy	109
kro_jon_tree_start_57b81296	p	The obsession or specifically the weaponry?	game/ck_kro.rpy	112
kro_jon_tree_start_770cc88d	kro	The obsession. What did you and Officer Caise discuss that prompted a referral to me?	game/ck_kro.rpy	114
kro_jon_tree_VL_04c5c3b6	p	I had asked Jon about Valak Lideri and he sent me to talk to you - he said you might know more about them.	game/ck_kro.rpy	122
kro_jon_tree_VL_60f8f161	kro	I am familiar with the group, but unfortunately the extent of my knowledge does not continue beyond just that.	game/ck_kro.rpy	124
kro_jon_tree_VL_4d508147	kro	So I apologize. Perhaps you should find a linguist or an Elder - "Valak Lideri" sounds like a phrase from a traditional dialect.	game/ck_kro.rpy	126
kro_jon_tree_VL_36fe294f	p	Thank you for your help, Commander.	game/ck_kro.rpy	128
kro_jon_tree_obsession_6bc46ebf	p	You said obsession worries you. Why is that?	game/ck_kro.rpy	135
kro_jon_tree_obsession_f3daa2fc	kro	Throughout my career I have encountered a wide spectrum of both humans and kaldreans. Those with obsessions have usually caused me trouble.	game/ck_kro.rpy	137
kro_jon_tree_obsession_80b479a3	kro	That does not apply to everyone, for instance Officer Caise is very restrained and very professional about his obsessive hobby.	game/ck_kro.rpy	139
kro_jon_tree_obsession_d7df09d1	kro	However, the troubled individuals with darker compulsions are obsessed because they are burying information where they hope no one can find it.	game/ck_kro.rpy	141
kro_jon_tree_obsession_28eaf11c	kro	They can become reckless or paranoid, and then they begin to propagate disorder.	game/ck_kro.rpy	143
kro_jon_tree_obsession_1240ae76	p	Interesting. Thank you for the insight, Commander.	game/ck_kro.rpy	145
kro_VL_tree_start_88fac75a	p	What can you tell me about Valak Lideri?	game/ck_kro.rpy	151
kro_VL_tree_start_02ae8f01	kro	We may or may not have had this discussion already, but I am not as familiar with this group I assume you expect me to be.	game/ck_kro.rpy	153
kro_VL_tree_idea_3859d825	p	I just need an idea of what this group might be.	game/ck_kro.rpy	161
kro_VL_tree_idea_09cba9a5	lorisk	Clearly they are a rebel group with an obsession for change. I fear that they are going to lose sight of their pursuit, however, and turn their revolution into a bloodbath.	game/ck_kro.rpy	163
kro_VL_tree_idea_51fb96ff	lorisk	If they find assassination a proper method to make their statements, they are likely to overlook the fallout it would cause.	game/ck_kro.rpy	165
kro_VL_tree_who_566f8f83	p	In your expert opinion, who do you think could be involved with this group?	game/ck_kro.rpy	172
kro_VL_tree_who_19144737	kro	I would prefer not to make enemies out my acquaintances.	game/ck_kro.rpy	174
kro_VL_tree_who_0c8ae12f	p	I won't go around telling everyone what you've said. I don't see the point to that.	game/ck_kro.rpy	176
